%% +++++++++++++++++++ SIMULATION INFO +++++++++++++++++++++
%% Node    number:= 200
%% Element number:= 647
%% Spin period:= 15.92
%% Node Info =================================
-3.385810891282428e+02  ,  1.701343893998008e+02  ,  -3.257440018122351e+02
3.392094557403696e+02  ,  -1.703212935106862e+02  ,  3.259383635013856e+02
4.322483021684989e+02  ,  -7.927473880125822e+01  ,  2.391856194294569e+02
4.830063531823790e+02  ,  1.952264122763560e+01  ,  1.290291975487817e+02
4.865151777913973e+02  ,  1.163998874823044e+02  ,  6.251992931636522e+00
4.424313063679142e+02  ,  2.018739407034473e+02  ,  -1.171276562456951e+02
3.550698546930433e+02  ,  2.675779879428342e+02  ,  -2.290325069482758e+02
2.329825055642502e+02  ,  3.070805344693973e+02  ,  -3.185085857278142e+02
8.811992681769098e+01  ,  3.165146991529816e+02  ,  -3.767972565007031e+02
-6.533772005559106e+01  ,  2.949570764488291e+02  ,  -3.981929145901477e+02
-2.123688689463910e+02  ,  2.445178854382677e+02  ,  -3.806011952056730e+02
-1.613404622031001e+02  ,  3.684527616492979e+02  ,  -2.966206178270091e+02
3.119260014419394e+02  ,  1.779574177820585e+02  ,  -3.480349546772275e+02
4.721732720882054e+02  ,  -1.334105694600707e+02  ,  9.795160235071779e+01
-9.654626673805060e+01  ,  1.577318986028005e+02  ,  -4.643478944856999e+02
1.527501879083122e+02  ,  4.157463307398464e+02  ,  -2.319383527720706e+02
4.268114493291393e+02  ,  2.594241365890487e+02  ,  2.749507358618038e+01
4.788474516786025e+02  ,  5.086086378996589e+01  ,  -1.355844687072889e+02
4.201372697387422e+02  ,  7.515270333901208e+01  ,  2.610311446441872e+02
-1.490477039729262e+01  ,  4.023455725793093e+02  ,  -2.962322802454996e+02
4.138846510833723e+02  ,  1.279870722102353e+02  ,  -2.500124109065226e+02
4.266218567563982e+02  ,  -2.620284670882042e+01  ,  -2.598644370751530e+02
4.708349808023816e+02  ,  -1.050504327346466e+02  ,  -1.325458870690420e+02
4.996532653997247e+02  ,  -2.577444021307845e+01  ,  -8.869594691919644e-01
-2.425386461211103e+02  ,  9.784125791060563e+01  ,  -4.258503890639623e+02
3.500425226443164e+02  ,  -1.738809352983742e+01  ,  3.570159678646371e+02
4.479998507646604e+02  ,  1.645175989110012e+02  ,  1.500330399309723e+02
3.663666826345092e+02  ,  2.969023421189989e+02  ,  1.668276138593492e+02
-1.251225509259389e+02  ,  4.470135841955330e+02  ,  -1.852697135616862e+02
-2.702774979646918e+02  ,  3.818092889817023e+02  ,  -1.757732500735574e+02
3.252967192194999e+02  ,  3.778483546581105e+02  ,  3.941978212926264e+01
2.475169026597256e+02  ,  3.983953885364405e+02  ,  1.735834228080968e+02
-2.095588315612488e+02  ,  4.507060068425916e+02  ,  -5.218260924721716e+01
2.732030065420649e+02  ,  3.000026662913458e+02  ,  2.924565799348853e+02
1.413062777911018e+02  ,  3.839712644724078e+02  ,  2.875263284999057e+02
1.548965723104915e+02  ,  2.709531847131965e+02  ,  3.907862645191371e+02
1.725561129361704e+01  ,  3.360143333364733e+02  ,  3.698870949611114e+02
-5.914875392660949e+01  ,  4.930399661830474e+02  ,  -5.720544185767652e+01
-1.294118102834362e+02  ,  4.793233872176511e+02  ,  5.780909894136352e+01
1.908641284990397e+02  ,  4.599163238297126e+02  ,  4.572266466917577e+01
7.674240338630510e+00  ,  4.333526053714489e+02  ,  2.492364472440755e+02
-1.233686303388527e+02  ,  3.656344646685263e+02  ,  3.178166532738980e+02
-3.399929169332570e+02  ,  3.649408848540080e+02  ,  -3.057888423243132e+01
-3.881097228591742e+02  ,  2.713276212938005e+02  ,  -1.594567792612222e+02
2.497127282999513e+02  ,  4.230497242887091e+02  ,  -9.344573189084801e+01
2.777401013543926e+02  ,  1.701835105576095e+02  ,  3.796239389711012e+02
2.165175579345129e+01  ,  4.910915858919244e+02  ,  9.110254757532542e+01
1.124587166388955e+02  ,  4.782797407377242e+02  ,  -9.254554746408746e+01
3.987429816485728e+02  ,  -2.268772468514682e+02  ,  1.996555897747131e+02
1.383110204284821e+02  ,  1.547936193465604e+02  ,  4.550332785893132e+02
-1.044073205223287e+02  ,  2.511276490990631e+02  ,  4.195269694085881e+02
-4.372300832988905e+02  ,  2.418311939517929e+02  ,  -5.145883486015208e+00
-4.628349236904970e+02  ,  1.373715580260711e+02  ,  -1.287294914705725e+02
-2.422837878174756e+02  ,  2.658597441959199e+02  ,  3.471059847040920e+02
-4.897362515956834e+02  ,  9.435047200778342e+01  ,  3.060793732218656e+01
3.957864493572379e+02  ,  -1.790392806041431e+02  ,  -2.480562073048048e+02
